,gbifID,format,identifier,references
113,1320986420,image/jpeg,http://n2t.net/ark:/65665/m340e044ab-7290-44fa-96b1-ba8851e868ac,
114,1321056960,image/jpeg,http://n2t.net/ark:/65665/m342b58afc-977a-456c-a9b4-01933aeb5ad5,
115,1321141415,image/jpeg,http://n2t.net/ark:/65665/m388a169bc-1d5a-40ea-b5eb-4ce058adf0a0,
116,1321158925,image/jpeg,http://n2t.net/ark:/65665/m395999326-ef3d-4477-a759-d3eb3e4243e4,
117,1321206250,image/jpeg,http://n2t.net/ark:/65665/m3b7b04d4a-a7c8-48ba-a875-acf8f337d288,
118,1321295750,image/jpeg,http://n2t.net/ark:/65665/m39e8ba6f2-c5e5-45d7-ac3a-add85dafd8f1,
119,1321447755,image/jpeg,http://n2t.net/ark:/65665/m36c2d973c-4120-4c3b-b8b0-e5492d04ba6b,
120,1321486700,image/jpeg,http://n2t.net/ark:/65665/m342b58afc-977a-456c-a9b4-01933aeb5ad5,
121,1321696960,image/jpeg,http://n2t.net/ark:/65665/m3c6cf2284-1a85-4025-a657-a1715626b20a,
122,1321938580,image/jpeg,http://n2t.net/ark:/65665/m3a1468ed8-4dde-4a46-a6b0-7e0fb6af88c6,
123,1321943920,image/jpeg,http://n2t.net/ark:/65665/m3d36c13ea-8d31-4e54-b695-78c32f72310b,
124,1321945705,image/jpeg,http://n2t.net/ark:/65665/m32a12f765-e075-4ae3-9079-960caeab68c9,
125,1321967435,image/jpeg,http://n2t.net/ark:/65665/m31d50156e-c612-4b8f-8917-cdea8e8ed86d,
126,1321999550,image/jpeg,http://n2t.net/ark:/65665/m3c4425b32-72a0-4143-8ab9-5e53c18e27ce,
127,1322147700,image/jpeg,http://n2t.net/ark:/65665/m32eb14931-fd21-4c3b-90c5-d27475197305,
128,1322318710,image/jpeg,http://n2t.net/ark:/65665/m38062d963-54a8-4037-a405-34f511680cae,
129,1322603050,image/jpeg,http://n2t.net/ark:/65665/m3db61d345-939c-4a34-a50f-7bc5e0ae89a2,
130,1322909535,image/jpeg,http://n2t.net/ark:/65665/m36641f9f8-0683-40ce-9223-6a5f24c45318,
131,1322949060,image/jpeg,http://n2t.net/ark:/65665/m39f3ff935-919e-4aaa-a3dc-1971afa4acba,
132,1323031765,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/5120784/original.jpeg,https://www.inaturalist.org/photos/5120784
133,1323031765,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/5118238/original.jpeg,https://www.inaturalist.org/photos/5118238
134,1323031765,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/5120785/original.jpeg,https://www.inaturalist.org/photos/5120785
136,1428034305,image/jpeg,https://www.artportalen.se/MediaLibrary/birds/2015/large/593721.jpg,https://www.artportalen.se/Image/1358346
137,1428038865,image/jpeg,https://www.artportalen.se/MediaLibrary/birds/2015/large/597187.jpg,https://www.artportalen.se/Image/1361812
138,1428044590,image/jpeg,https://www.artportalen.se/MediaLibrary/birds/2015/large/598236.jpg,https://www.artportalen.se/Image/1362861
139,1428222870,image/jpeg,https://www.artportalen.se/MediaLibrary/2015/12/0cc481bb-cb60-49f2-9a25-243249be8b29_image.jpg,https://www.artportalen.se/Image/1495246
140,1428246835,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/04dd620a-9c84-4983-babc-9839bf7ef9dd_image.jpg,https://www.artportalen.se/Image/1495762
141,1428297705,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/4af4fb92-b05d-4a8b-b1ca-24e682f60f41_image.jpg,https://www.artportalen.se/Image/1496409
142,1428297705,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/0148a18a-0f82-4707-9bdd-5b740c3eec94_image.jpg,https://www.artportalen.se/Image/1496413
143,1428297705,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/be33bb6a-678b-4f77-9af7-118b077f5d25_image.jpg,https://www.artportalen.se/Image/1496412
144,1428388790,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/c3537b7c-744f-415b-9c70-3215fb3c05ed_image.jpg,https://www.artportalen.se/Image/1498584
145,1428388790,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/693b9eb9-a990-4af8-8ce3-c6c099a8b78a_image.jpg,https://www.artportalen.se/Image/1498583
146,1428425100,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/cec09eff-41cf-4d62-92f2-77821eb17ab7_image.jpg,https://www.artportalen.se/Image/1499489
147,1428425100,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/e79dff48-0322-4fe0-9162-ca63cd2d4b70_image.jpg,https://www.artportalen.se/Image/1499491
148,1428425100,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/3d8321d4-bd6a-43a9-8506-a477468e3e1a_image.jpg,https://www.artportalen.se/Image/1499490
149,1428490315,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/1/bddbb3ab-37bd-4e77-9ef5-4b531f9c1868_image.jpg,https://www.artportalen.se/Image/1501228
150,1428724110,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/2/0c9896db-34e1-4137-907a-15c058e37c4b_image.jpg,https://www.artportalen.se/Image/1508398
151,1428813340,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/2/a5982ba9-0e77-4b58-b71e-24d870cedfc1_image.jpg,https://www.artportalen.se/Image/1510098
153,1429368575,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/3/9e56fac2-a25a-4369-8b2e-e8fab9363567_image.jpg,https://www.artportalen.se/Image/1521671
154,1429368575,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/3/5ea85c55-b8aa-4716-a0a4-7d643d722434_image.jpg,https://www.artportalen.se/Image/1521672
155,1429665105,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/3/a5d196c1-f7fd-4035-bc8e-49fb081415c7_image.jpg,https://www.artportalen.se/Image/1528380
156,1429792020,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/4/56fe63aa-92a1-4821-9a71-e2cf44252496_image.jpg,https://www.artportalen.se/Image/1530750
157,1430085055,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/4/3dc72752-2e1e-464b-b227-49da9225c333_image.jpg,https://www.artportalen.se/Image/1535445
158,1430592135,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/4/20e0c42b-9eb7-4b57-888f-5aee47cc0995_image.jpg,https://www.artportalen.se/Image/1543634
159,1430824265,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/5/93d09307-8885-48ee-ac51-8afb5e645f79_image.jpg,https://www.artportalen.se/Image/1545639
160,1431585455,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/6/76446ae8-145e-47cc-bb82-e7dc85f1d1f3_image.jpg,https://www.artportalen.se/Image/1574538
161,1431589825,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/6/414028ce-941e-47d9-a52b-b7d3a3f42d9d_image.jpg,https://www.artportalen.se/Image/1574834
162,1432025195,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/7/a23f34f2-b13e-4d37-a1d4-24142074b04c_image.jpg,https://www.artportalen.se/Image/1604679
163,1432038195,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/7/1d263af6-a0f6-4931-95aa-50d4d46d57e4_image.jpg,https://www.artportalen.se/Image/1605589
164,1432345520,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/8/a0e32db8-c89b-4198-85c3-ca5ff2d20313_image.jpg,https://www.artportalen.se/Image/1629208
165,1432577025,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/8/362d89d5-6d40-4877-aab2-dfe3855c1b45_image.jpg,https://www.artportalen.se/Image/1644935
166,1432690155,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/9/1491dd93-a646-4064-8df2-4057cb663cfc_image.jpg,https://www.artportalen.se/Image/1651326
167,1432690155,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/9/037e7be1-8ec6-40c7-93ae-12b3d45d97d9_image.jpg,https://www.artportalen.se/Image/1651325
168,1432712425,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/9/54f7ac60-6082-4732-8cc6-e864460b79a9_image.jpg,https://www.artportalen.se/Image/1652740
169,1432712425,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/9/b17721e1-f79e-4ee1-ada3-b87fcc72f2c6_image.jpg,https://www.artportalen.se/Image/1652741
170,1432783935,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/9/3df9e561-218e-4e7a-9053-e615fcb11efb_image.jpg,https://www.artportalen.se/Image/1657076
171,1432783935,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/9/ff534bfc-9b32-47ed-911e-2db6ad9b8d2a_image.jpg,https://www.artportalen.se/Image/1657075
172,1432891300,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/56b6d78e-8bae-436d-8624-3eb138ad8bbf_image.jpg,https://www.artportalen.se/Image/1664014
173,1432956850,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/fd77c115-fdd2-49e0-89d2-ef24fea24585_image.jpg,https://www.artportalen.se/Image/1667673
174,1433057335,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/98218620-eb37-43b3-a452-c8f0a5a83550_image.jpg,https://www.artportalen.se/Image/1673944
175,1433057335,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/02be2a42-3063-4505-aaad-00fea2ad2016_image.jpg,https://www.artportalen.se/Image/1673945
176,1433151530,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/943efa19-bd0d-4067-9221-d1d58858f82e_image.jpg,https://www.artportalen.se/Image/1679484
177,1433165305,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/e89d03ab-c02d-434e-a21d-a6ff87d433ea_image.jpg,https://www.artportalen.se/Image/1680300
178,1433168875,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/10/df306052-b9ea-4f7c-85fc-818b9bd7408e_image.jpg,https://www.artportalen.se/Image/1680513
179,1433391965,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/11/20cdd65d-f064-4a5d-a1aa-b36c7e7a563c_image.jpg,https://www.artportalen.se/Image/1692060
180,1433391965,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/11/f80855b0-3a78-4a87-96ed-97cf9c071ab0_image.jpg,https://www.artportalen.se/Image/1692061
181,1433457435,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/12/b11793ec-fa63-4feb-baaf-c08fdea03853_image.jpg,https://www.artportalen.se/Image/1693531
182,1433462790,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/12/8f2237f3-6c2f-4daf-af1b-511f495c0d0d_image.jpg,https://www.artportalen.se/Image/1693846
183,1433479720,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/12/f97f59bb-8391-4c68-aaf0-2a281efff9f3_image.jpg,https://www.artportalen.se/Image/1694035
184,1433602545,image/jpeg,https://www.artportalen.se/MediaLibrary/2016/12/d0661f45-164a-4ff5-a6c5-399025005af3_image.jpg,https://www.artportalen.se/Image/1697342
185,1433821265,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/1/4cf0c555-3c56-4586-b690-75839d000057_image.jpg,https://www.artportalen.se/Image/1705205
186,1433920825,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/1/22bef472-79d8-4b22-bf30-a7e32ca3babf_image.jpg,https://www.artportalen.se/Image/1709425
187,1433926660,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/1/9b90688a-4291-4d11-86e2-c1e2dbf8ccac_image.jpg,https://www.artportalen.se/Image/1709673
188,1433926660,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/1/7a82c5c0-d56b-4721-8ae3-cdb948283432_image.jpg,https://www.artportalen.se/Image/1709672
189,1434045420,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/1/ab25c086-3b25-499a-ab03-bf4d79e1fcbf_image.jpg,https://www.artportalen.se/Image/1713600
190,1434045420,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/1/1fd78a7f-cc31-4f8b-a82a-8f3153eab1d0_image.jpg,https://www.artportalen.se/Image/1713599
191,1434378845,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/22d0e90c-61fc-4105-87be-7a3002812b33_image.jpg,https://www.artportalen.se/Image/1718132
192,1434378845,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/607cabcd-eeaf-40ee-aeaa-a74baf11e4ce_image.jpg,https://www.artportalen.se/Image/1718130
193,1434417250,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/fddfe13b-ee5d-410c-b61f-d4c10f2b58de_image.jpg,https://www.artportalen.se/Image/1718505
194,1434417250,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/d70399c9-8312-425a-9ee6-cd94b9ee5062_image.jpg,https://www.artportalen.se/Image/1718504
195,1434417250,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/6d5c5851-1bd8-47bd-89f7-d6cd30516a80_image.jpg,https://www.artportalen.se/Image/1718506
196,1434483725,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/9c407126-f691-4224-94e1-307ea33f8436_image.jpg,https://www.artportalen.se/Image/1719354
197,1436186055,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/ab5764da-82c7-46c9-904f-cf0314e932f3_image.jpg,https://www.artportalen.se/Image/1720273
198,1436193960,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/237152b9-f165-4ed1-bd72-889bc1ebf2f1_image.jpg,https://www.artportalen.se/Image/1720861
199,1436312760,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/99bbc91b-191a-4517-a879-5dc2dcbfebf9_image.jpg,https://www.artportalen.se/Image/1722308
200,1436312760,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/7b55f1fd-070d-4e30-b010-ce4f3c6bfc9c_image.jpg,https://www.artportalen.se/Image/1722305
201,1436312760,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/a384f1f1-fa54-41ac-b6ff-d6e7fd2ac862_image.jpg,https://www.artportalen.se/Image/1722306
202,1436312760,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/96f6069d-d325-4b34-bd09-8b97de3eb1dd_image.jpg,https://www.artportalen.se/Image/1722307
203,1436521450,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/2/b63467be-e4a4-4a3f-845d-d5e895edd429_image.jpg,https://www.artportalen.se/Image/1724203
204,1438279490,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/fab1e15d-e93c-47e7-8658-52a8439ea523_image.jpg,https://www.artportalen.se/Image/1727052
205,1439540145,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/722959be-c34c-4990-86aa-d6d274cea876_image.jpg,https://www.artportalen.se/Image/1727795
206,1439632575,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/96199a7a-d977-4b6d-a19f-626a3efe3204_image.jpg,https://www.artportalen.se/Image/1730464
207,1439632575,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/8528aaac-4214-43db-995e-c3414dc24d85_image.jpg,https://www.artportalen.se/Image/1730461
208,1439632575,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/d3bb58ad-6949-4af7-a439-961b4ad0255a_image.jpg,https://www.artportalen.se/Image/1730462
209,1439632575,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/732319db-dc23-4ebf-90d8-11cb8295e758_image.jpg,https://www.artportalen.se/Image/1730463
210,1439632575,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/e3e93b0f-8d72-4081-8b7b-084ab6a4a0ac_image.jpg,https://www.artportalen.se/Image/1730465
211,1440766290,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/fc585c2c-257c-49fb-bad0-f877d4f658f3_image.jpg,https://www.artportalen.se/Image/1734242
212,1440773815,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/9e19ab7b-33fa-4ecd-8061-bde17565ea07_image.jpg,https://www.artportalen.se/Image/1734583
213,1440773815,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/3ea62165-7614-417c-9aec-a818c6fe4b5d_image.jpg,https://www.artportalen.se/Image/1734577
214,1450402185,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/4b8b8209-9c7f-4bce-a82b-9e73f7079ff0_image.jpg,https://www.artportalen.se/Image/1736117
215,1450402185,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/39e5d4ee-317d-4ba9-816d-16b050b7a87c_image.jpg,https://www.artportalen.se/Image/1736118
216,1450402185,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/e9649a46-27e1-4760-a483-90d1ae4c9104_image.jpg,https://www.artportalen.se/Image/1736119
217,1450414135,image/jpeg,https://www.artportalen.se/MediaLibrary/2017/3/f293e777-9114-4fab-b5b3-7df5680b0371_image.jpg,https://www.artportalen.se/Image/1736723
218,1453069025,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/2716581/original.JPG,https://www.inaturalist.org/photos/2716581
219,1453069025,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/2712186/original.JPG,https://www.inaturalist.org/photos/2712186
221,1453166525,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/5320770/original.jpeg,https://www.inaturalist.org/photos/5320770
222,1453338565,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/5983591/original.jpg,https://www.inaturalist.org/photos/5983591
223,1453360270,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/6054326/original.jpg,https://www.inaturalist.org/photos/6054326
224,1453383555,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/6133365/original.jpeg,https://www.inaturalist.org/photos/6133365
225,1453385540,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/6139952/original.jpg,https://www.inaturalist.org/photos/6139952
